size,rep,src,algo,time_sec,co2_kg,nodes,edges
500,2,325,classic,0.021295800999723724,4.101720888998321e-08,500,2547
500,2,450,classic,0.018841295001038816,3.628965789196807e-08,500,2547
500,2,407,classic,0.017781856000510743,3.424910394467025e-08,500,2547
500,2,51,classic,0.01287514999967243,2.4798443459970466e-08,500,2547
500,2,3,classic,0.01223198400111869,2.3559660560282603e-08,500,2547
500,2,325,minheap,0.008330447000844288,3.353613944318071e-08,500,2547
500,2,450,minheap,0.0077028570012771524,3.100963087329291e-08,500,2547
500,2,407,minheap,0.006688130999464192,2.692461686504441e-08,500,2547
500,2,51,minheap,0.006583136999324779,2.6501939254945474e-08,500,2547
500,2,3,minheap,0.007632304001162993,3.0725603467593874e-08,500,2547
500,2,325,networkx,0.004776144000061322,3.393494995896692e-08,500,2547
500,2,450,networkx,0.0037336120003601536,2.6527662565616417e-08,500,2547
500,2,407,networkx,0.003758795999601716,2.6706597236350405e-08,500,2547
500,2,51,networkx,0.0038715580012649298,2.7507781807767217e-08,500,2547
500,2,3,networkx,0.003960460999223869,2.8139445925704197e-08,500,2547
500,3,138,classic,0.02575466499911272,4.744554436995999e-08,500,2560
500,3,237,classic,0.016845484000441502,3.1032947180789703e-08,500,2560
500,3,349,classic,0.018600057999719866,3.426524387484523e-08,500,2560
500,3,130,classic,0.014303848000054131,2.6350715684755057e-08,500,2560
500,3,241,classic,0.012115298999560764,2.231894517978763e-08,500,2560
500,3,138,minheap,0.009009051000248292,3.785913043398881e-08,500,2560
500,3,237,minheap,0.006522944999233005,2.7411658068412672e-08,500,2560
500,3,349,minheap,0.00736099700043269,3.093344077593756e-08,500,2560
500,3,130,minheap,0.006009706999975606,2.5254855497639146e-08,500,2560
500,3,241,minheap,0.006052880000424921,2.5436283292330533e-08,500,2560
500,3,138,networkx,0.0050843469998653745,3.6174336626503577e-08,500,2560
500,3,237,networkx,0.004753027000333532,3.3817046458370826e-08,500,2560
500,3,349,networkx,0.003805752001426299,2.707733245198055e-08,500,2560
500,3,130,networkx,0.003420650000407477,2.4337391723945296e-08,500,2560
500,3,241,networkx,0.003028905999599374,2.15501942024109e-08,500,2560
500,4,437,classic,0.02336217999982182,4.6389386016062474e-08,500,2499
